,common_name,scientific_name,Native,visit,year,month,day,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
SWF-1428,Common evening primrose,Oenothera biennis,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Bull thistle,Cirsium vulgare,-1,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,No blooming,,,2,2018,June,22,100,,,,100,,,,100,,,,100,,,100,100,,,
SWF-1236,Cow vetch,Vicia cracca,-1,2,2018,June,22,,1,5,25,,5,2,3,,1,5,,,1,1,,,3,,
SWF-1236,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,22,,1,,,,,,,,,,,,,,,,1,,
SWF-1236,Common fleabane,Erigeron philadelphicus,n,2,2018,June,22,,2,,,,,,,,,,,,,,,,,,
SWF-1236,Lesser stitchwort,Stellaria graminea,-2,2,2018,June,22,,10,,,,,,,,,1,,,,5,,,1,,
SWF-1236,Black chokeberry,Aronia melanocarpa,n,2,2018,June,22,,,,25,,,,,,,,,,,,,,,,
SWF-1236,Hop clover,Trifolium aureum,-1,2,2018,June,22,,,,,,1,,,,1,,10,,,,,,,,
SWF-1236,Marsh bedstraw,Galium palustre,n,2,2018,June,22,,,,,,50,5,50,,2,50,5,,40,25,,,5,50,5
SWF-1236,Bladder campion,Silene vulgaris,-1,2,2018,June,22,,,,,,,,,,,3,,,,,,,,,
SWF-1236,Crown vetch,Securigera varia,-3,2,2018,June,22,,,,,,,,,,10,5,,,,,,,10,,25
SWF-1236,White sweet clover,Melilotus albus,-3,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,common evening primrose,Oenothera biennis,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Queen anne's lace,Daucus carota,-2,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Canada thistlle,Cirsium arvense,-1,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Fragrant bedstraw,Galium triflorum,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Hop clover,Trifolium dubium,-1,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Canada goldenrod,Solidago canadensis,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1236,Red osier dogwood,Cornus stolonifera,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,No blooming,,,2,2018,June,25,100,,,,100,,,,100,,,,100,,,,100,,,
SWF-1352,Cow vetch,Vicia cracca,-1,2,2018,June,25,,1,2,5,,25,1,50,,2,5,3,,,,,,,2,1
SWF-1352,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,25,,1,2,1,,,30,1,,1,1,,,,,,,1,,1
SWF-1352,Wormseed mustard,Erysimum cheiranthoides,-1,2,2018,June,25,,,,,,10,,1,,,,,,,,,,,,
SWF-1352,White clover,Trifolium repens,-1,2,2018,June,25,,,,,,,1,1,,50,25,10,,,,,,,,
SWF-1352,Annual fleabane,Erigeron annuus,n,2,2018,June,25,,,,,,,,1,,,,,,,,,,,,
SWF-1352,Crown vetch,Securigera varia,-3,2,2018,June,25,,,,,,,,2,,,,1,,,,,,,,
SWF-1352,Red clover,Trifolium pratense,-2,2,2018,June,25,,,,,,,,,,,25,,,,,,,,,
SWF-1352,Hop clover,Trifolium dubium,-1,2,2018,June,25,,,,,,,,,,,,1,,,,1,,,,
SWF-1352,Lesser stitchwort,Stellaria graminea,-2,2,2018,June,25,,,,,,,,,,,,1,,,,,,,,
SWF-1352,Curly ragweed,Ambrosia artemisiifolia,n,2,2018,June,25,,,,,,,,,,,,1,,3,,,,,,
SWF-1352,Mayweed,Anthemis cotula,-1,2,2018,June,25,,,,,,,,,,,,,,1,1,,,,,
SWF-1352,Lady's sorrel,Oxalis stricta,n,2,2018,June,25,,,,,,,,,,,,,,,,,,,,1
SWF-1352,Aslike clover,Trifolium hybridum,-1,2,2018,June,25,,,1,,,,,,,,,,,,,,,,,
SWF-1352,Queen anne's lace,Daucus carota,-2,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Wild parsnip,Pastinaca sativa,-3,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Canada Thistle,Cirsium arvense,-1,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Lady's thumb,Persicaria maculosa,-1,2,2018,June,25,,,,,,,,,,,,,,10,25,10,,,,
SWF-1352,Northern Willow Herb,Epilobium ciliatum,n,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Dock-leaved knotweed,Persicaria lapathifolia,n,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Field bindweed,Convolvulus arvensis,-1,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Burdoch,Arctium minus,-2,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Chicory,Cichorium intybus,-1,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Bittersweet nightshade,Solanum dulcamara,-2,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1352,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,No blooming,,,2,2018,june,25,100,100,,,100,,,,100,,,,100,100,,,100,,,
SWF-1610,Trifolium dubium,Trifolium dubium,-1,2,2018,june,25,,,1,1,,,,,,,5,10,,,1,,,,2,5
SWF-1610,Lesser stitchwort,Stellaria graminea,-2,2,2018,june,25,,,1,,,,,,,,,,,,,,,,,
SWF-1610,Rough bedstraw,Galium asprellum,n,2,2018,june,25,,,2,,,,,,,1,,,,,,,,,,
SWF-1610,Heal-all,Prunella vulgaris,-1,2,2018,june,25,,,,5,,,,,,,,,,,,,,,,
SWF-1610,White clover,Trifolium repens,-1,2,2018,june,25,,,,,,1,1,1,,,,5,,,,1,,,1,1
SWF-1610,Cow vetch,Vicia cracca,-1,2,2018,june,25,,,,,,,,,,1,,,,,,,,,,
SWF-1610,Canada anenome,Anemone canadensis,n,2,2018,june,25,,,,,,,,,,50,,,,,,,,,,
SWF-1610,Bladder campion,Silene vulgaris,-1,2,2018,june,25,,,,,,,,,,,,,,,,,,10,,
SWF-1610,Red clover,Trifolium pratense,-2,2,2018,june,25,,,,,,,,,,,,,,,,,,1,,
SWF-1610,Common chickweed,Stellaria media,-1,2,2018,june,25,,,,,,,,,,,,,,,,,,,5,
SWF-1610,Yarrow,Achillea millefolium,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,Queen anne's lace,Daucus carota,-2,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,Annual fleabane,Erigeron annuus,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,Lady's sorrel,Oxalis stricta,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,Common plantain,Plantago major,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1610,Hop clover,Trifolium dubium,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,No blooming,,,2,2018,june,25,100,,,,100,,,,100,,,,100,,,100,100,,100,100
SWF-1809,Cow vetch,Vicia cracca,-1,2,2018,june,25,,1,1,1,,1,,,,,1,1,,5,1,,,5,,
SWF-1809,Marsh bedstraw,Galium palustre,n,2,2018,june,25,,25,25,25,,25,15,50,,25,5,5,,75,50,,,75,,
SWF-1809,Lesser stitchwort,Stellaria graminea,-2,2,2018,june,25,,,1,,,1,,,,,,1,,,,,,,,
SWF-1809,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,june,25,,,,,,1,15,,,1,,2,,2,,,,1,,
SWF-1809,Aslike clover,Trifolium hybridum,-1,2,2018,june,25,,,,,,,3,1,,,,,,,,,,,,
SWF-1809,trifolium dubium,Trifolium dubium,-1,2,2018,june,25,,,,,,,1,,,,,,,,,,,,,
SWF-1809,White clover,Trifolium repens,-1,2,2018,june,25,,,,,,,,,,,,1,,,,,,,,
SWF-1809,Red clover,Trifolium pratense,-2,2,2018,june,25,,,,,,,,,,,,2,,,,,,,,
SWF-1809,White sweet clover,Melilotus albus,-3,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Annual fleabane,Erigeron annuus,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Queen anne's lace,Daucus carota,-2,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Yarrow,Achillea millefolium,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,heal-all,Prunella vulgaris,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Black eyed Susan,Rudbeckia hirta,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Purple loosestrife,Lythrum salicaria,-3,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Canada goldenrod,Solidago canadensis,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Swamp milkweed,Asclepias incarnata,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Lucerne,Medicago sativa,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Fragrant bedstraw,Galium triflorum,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Field mint,Mentha arvensis,n,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,St. John's wort,Hypericum perforatum,-3,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1809,Indian mallow,Abutilon theophrasti,-1,2,2018,june,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,no blooming,,,2,2018,june,29,100,,100,,100,,100,,100,,,,100,,,,100,,100,
SWF-1622,Bladder campion,Silene vulgaris,-1,2,2018,june,29,,5,,1,,10,,5,,,,,,,,1,,10,,2
SWF-1622,Wormseed mustard,Erysimum cheiranthoides,-1,2,2018,june,29,,4,,,,,,,,,,,,,,,,,,
SWF-1622,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,june,29,,50,,75,,50,,25,,5,,,,,1,2,,5,,2
SWF-1622,Hoary alyssum,Berteroa incana,-3,2,2018,june,29,,1,,1,,3,,10,,1,20,,,1,,,,5,,
SWF-1622,Queen Annes lace,Daucus carota,-2,2,2018,june,29,,,,,,2,,,,,,,,,,,,,,
SWF-1622,Erect Cinquefoil,Potentilla erecta,-2,2,2018,june,29,,,,,,,,15,,,,,,,,,,,,
SWF-1622,Orange Day Lilly,Hemerocallis fulva,-3,2,2018,june,29,,,,,,,,,,2,,,,,,,,,,
SWF-1622,Cow vetch,Vicia cracca,-1,2,2018,june,29,,,,,,,,,,,,2,,,,,,5,,1
SWF-1622,Crown vetch,Securigera varia,-3,2,2018,june,29,,,,,,,,,,,,,,5,,,,,,
SWF-1622,Lady's sorrel,Oxalis stricta,n,2,2018,june,29,,,,,,,,,,,,,,,,15,,,,
SWF-1622,Sweet White Clover,Melilotus albus,-3,2,2018,june,29,,,,,,,,,,,,,,,,,,,,15
SWF-1622,Yarrow,Achillea millefolium,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,Purple loosestrife,Lythrum salicaria,-3,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,Field bindweed,Convolvulus arvensis,-1,2,2018,june,29,,,,,,,,,,,,,,,5,,,,,
SWF-1622,Smooth perennial sow thistle,Sonchus arvensis ssp. uliginosus,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,Common St. John's Wort,Hypericum perforatum,-3,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1622,Canada goldenrod,Solidago canadensis,n,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,No blooming,,,2,2018,june,29,100,,,,100,,,,100,,100,,100,,,,100,100,100,
SWF-1914,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,june,29,,15,,,,,,,,5,,,,,,,,,,
SWF-1914,Cow vetch,Vicia cracca,-1,2,2018,june,29,,5,1,,,,10,5,,1,,5,,,,,,,,
SWF-1914,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,june,29,,2,,,,1,1,1,,1,,,,5,1,,,,,2
SWF-1914,Common milkweed,Asclepias syriaca,n,2,2018,june,29,,,,10,,,,,,,,,,,,,,,,
SWF-1914,Staghorn sumac,Rhus typhina,n,2,2018,june,29,,,,,,,100,,,,,,,,,,,,,
SWF-1914,red clover,Trifolium pratense,-2,2,2018,june,29,,,,,,,,10,,,,,,,,,,,,
SWF-1914,White clover,Trifolium repens,-1,2,2018,june,29,,,,,,,,1,,,,,,,,10,,,,20
SWF-1914,trifolium dubium,Trifolium dubium,-1,2,2018,june,29,,,,,,,,1,,,,,,,,5,,,,5
SWF-1914,erect Cinquefoil,Potentilla erecta,-2,2,2018,june,29,,,,,,,,,,3,,,,,,,,,,
SWF-1914,Annual fleabane,Erigeron annuus,n,2,2018,june,29,,,,,,,,,,2,,,,,,,,,,
SWF-1914,Tall buttercup,Ranunculus acris,-2,2,2018,june,29,,,,,,,,,,,,,,3,,,,,,
SWF-1914,Lesser stitchwort,Stellaria graminea,-2,2,2018,june,29,,,,,,,,,,,,,,1,,,,,,
SWF-1914,White sweet clover,Melilotus albus,-3,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Smooth perennial sow thistle,Sonchus arvensis ssp. uliginosus,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Queen anne's lace,Daucus carota,-2,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Purple loosestrife,Lythrum salicaria,-3,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Spiraea alba,Spiraea alba,n,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Chicory,Cichorium intybus,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,heal-all,Prunella vulgaris,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Canada goldenrod,Solidago canadensis,n,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Bull thistle,Cirsium vulgare,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Common linaria,Linaria vulgaris,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Perennial sow thistle,Sonchus arvensis,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1914,Lady's thumb,Persicaria maculosa,-1,2,2018,june,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,No blooming,No blooming,,3,2018,July,3,100,,,,100,,,,100,,,100,100,,,,100,,,
SWF-1347,Hop Clover,Trifolium campestre,-1,3,2018,july,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Cow Vetch,Vicia cracca,-1,3,2018,July,3,,1,,2,,2,,1,,5,,,,,2,,,2,1,
SWF-1347,Common Dandelion,Taraxacum officinale,-2,3,2018,july,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Sandbar willow,Salix exigua,n,3,2018,july,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Canada Anenome,Anemone canadensis,n,3,2018,july,3,,,,,,,,,,,,,,1,,,,,,
SWF-1347,Rough bedstraw,Galium asprellum,n,3,2018,july,3,,25,5,90,,10,,25,,,,,,,25,5,,,10,
SWF-1347,Long-beaked willow,Salix bebbiana,n,3,2018,july,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,3,,1,,,,,,,,,15,,,1,,,,1,,
SWF-1347,Bladder campion,Silene vulgaris,-1,3,2018,July,3,,2,2,1,,5,,,,2,,,,,,,,,,
SWF-1347,Silvery cinquefoil,Potentilla argentea,-2,3,2018,July,3,,,1,,,,,,,5,1,,,,,,,,,
SWF-1347,St. John's wort,Hypericum perforatum,-3,3,2018,July,3,,,,,,1,,,,1,3,,,,,,,,,
SWF-1347,Wild Parsnip,Pastinaca sativa,-3,3,2018,July,3,,,,,,1,,2,,,,,,3,3,,,5,1,
SWF-1347,Blueweed,Echium vulgare,-2,3,2018,July,3,,,,,,,10,,,,,,,,,,,,,
SWF-1347,Annual Fleabane,Erigeron annuus,n,3,2018,July,3,,,,,,,5,,,,,,,,,,,,,
SWF-1347,Ox-eye Daisy,Leucanthemum vulgare,n,3,2018,July,3,,,,,,,1,,,,1,,,,,,,,,
SWF-1347,Trifolium dubium,Trifolium dubium,-1,3,2018,July,3,,,,,,,,,,1,,,,,,,,,,
SWF-1347,Foxglove beardtongue,Penstemon digitalis,n,3,2018,July,3,,,,,,,,,,,,,,,1,,,,,2
SWF-1347,Rough Cinquefoil,Potentilla norvegica,n,3,2018,July,3,,,,,,,,,,,,,,,,1,,,,
SWF-1347,Canada goldenrod,Solidago canadensis,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Black eyed Susan,Rudbeckia hirta,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Queen Anne's Lace,Daucus carota,-2,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Yarrow,Achillea millefolium,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Narrow leaved goldenrod,Euthamia graminifolia,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,White sweet clover,Melilotus albus,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1347,Heal-all,Prunella vulgaris,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,No blooming,No blooming,,3,2018,July,3,,,,,,,,,,,,100,100,,,,100,,,
SWF-1227,Lance-leaved plantain,Plantago lanceolata,-1,3,2018,July,3,,2,,,,,7,5,,5,,,,,,,,,,
SWF-1227,Hop clover,Trifolium dubium,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Bittersweet nightshade,Solanum dulcamara,-2,3,2018,July,3,1,,,,1,,,,1,,,,,,,,,,,
SWF-1227,Common Dandelion,Taraxacum officinale,-2,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Wormseed mustard,Erysimum cheiranthoides,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Wild grape,Vitis riparia,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,3,,,,,,,,,,,,,,5,,,,15,30,5
SWF-1227,Bladder campion,Silene vulgaris,-1,3,2018,July,3,,1,,,,,,,,,,,,1,,,,,15,
SWF-1227,Yellow rocket,Barbarea vulgaris,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Heal-all,Prunella vulgaris,-1,3,2018,July,3,,2,,,,,,,,,,,,,,,,,,
SWF-1227,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,3,,1,10,1,,,10,15,,,25,,,1,1,,,5,5,5
SWF-1227,St. John's wort,Hypericum perforatum,-3,3,2018,July,3,,,2,,,,,,,,,,,,,,,,20,15
SWF-1227,Silvery cinquefoil,Potentilla argentea,-2,3,2018,July,3,,,,,,5,,,,,5,,,,,5,,,,
SWF-1227,Crown Vetch,Securigera varia,-3,3,2018,July,3,,,,,,,1,,,2,1,,,,,,,,,
SWF-1227,Blueweed,Echium vulgare,-2,3,2018,July,3,,,,,,,,,,,,,,2,,,,,,
SWF-1227,Hoary alyssum,Berteroa incana,-3,3,2018,July,3,,,,,,,,,,,,,,,,,,,1,1
SWF-1227,Canada Thistle,Cirsium arvense,-1,3,2018,July,3,,,,,,,,,,,,,,,,,,,,3
SWF-1227,Cow Vetch,Vicia cracca,-1,3,2018,July,3,,,,,,,,,,,,,,,,,,,10,6
SWF-1227,Common Fleabane,Erigeron philadelphicus,n,3,2018,July,3,,,,,,,,,,,,,,,,,,,,1
